"","Study_No","No of arms","Study_year","Drug","Dose_range","No_randomised","Responders","Dropouts_total","Dropouts_sideeffects","N compimputed","Mean","SD","hayasaka_ddd","ddd","jakubovski_ddd","Dose_delivered_mean","type","logRR","selogRR","logRRdrop","selogRRdrop","logRRdropAE","selogRRdropAE","sameDrug","exc","excdrop","excdropAE","exc","excdrop","excdropAE"
"936",408,4,1999,"reboxetine","Licensed",89,38,27,15,88,-10.5,8.45,27.84,20,20,8,"cc",-0.0487037374808168,0.170957910565633,0.277376341372782,0.253587911989696,0.739411800969341,0.432196253563201,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"954",415,2,1989,"placebo","Licensed",24,9,7,3,23,15.09,8.52,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"953",415,2,1989,"reboxetine","Licensed",26,14,6,1,24,14.38,8.94,27.84,20,20,8,"cc",0.361790044605503,0.320017932952948,-0.234193387500795,0.478952611847565,-1.17865499634165,1.1194664480033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1004",439,2,2007,"placebo","Licensed",50,35,15,NA,50,14,10.7,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1003",439,2,2007,"sertraline","Licensed",55,34,22,NA,55,13.7,9,82,80,34,200,"cc",-0.124297716677577,0.140717358898939,0.287682072451781,0.271917991202116,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1006",440,2,2008,"placebo","Licensed",39,17,12,4,31,-10.18,7.57,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1005",440,2,2008,"sertraline","Licensed",43,25,14,4,30,-13.42,7.61,41,40,17,100,"cc",0.288024011248069,0.223442811066391,0.0565122102633424,0.325369121410423,-0.0976384695639159,0.671642137157494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1008",441,2,2012,"placebo","Licensed",30,5,4,NA,30,24.73,8.65,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1007",441,2,2012,"sertraline","Licensed",30,10,6,NA,30,21.67,13.14,20.5,20,8.5,50,"cc",0.693147180559945,0.483045891539648,0.405465108108164,0.591607978309962,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1012",442,4,NA,"placebo","Licensed",26,NA,8,NA,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1009",442,4,NA,"sertraline","Licensed",26,NA,9,NA,NA,NA,NA,20.5,20,8.5,50,"cc",NA,NA,0.117783035656383,0.398983751784498,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1010",442,4,NA,"sertraline","Licensed",24,NA,10,NA,NA,NA,NA,41,40,17,100,"cc",NA,NA,0.303186258987746,0.380620276485364,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1011",442,4,NA,"sertraline","Licensed",23,NA,12,NA,NA,NA,NA,82,80,34,200,"cc",NA,NA,0.528067430200497,0.355518683056502,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1016",443,4,NA,"placebo","Licensed",91,22,45,4,86,-7.6,7.5,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1013",443,4,NA,"sertraline","Licensed",95,38,36,10,90,-10.6,8.6,20.5,20,8.5,50,"cc",0.503526321284379,0.224176288107697,-0.266160936397901,0.168774030056509,0.873273346790464,0.573135824409463,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1014",443,4,NA,"sertraline","Licensed",92,34,45,15,89,-9.8,8.9,41,40,17,100,"cc",0.424389000725655,0.230234085126476,-0.0109290705321903,0.150285954892805,1.31082676945013,0.542962328767166,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1015",443,4,NA,"sertraline","Licensed",91,27,52,33,82,-9.2,8.2,82,80,34,200,"cc",0.204794412646013,0.245995041644259,0.144581228811107,0.139552748002214,2.11021320034659,0.508256833033269,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1020",444,4,NA,"placebo","Licensed",34,NA,8,NA,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1017",444,4,NA,"sertraline","Licensed",33,NA,10,NA,NA,NA,NA,20.5,20,8.5,50,"cc",NA,NA,0.252996514463891,0.406552831734188,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1018",444,4,NA,"sertraline","Licensed",35,NA,10,NA,NA,NA,NA,41,40,17,100,"cc",NA,NA,0.194156014440957,0.408676897711002,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1019",444,4,NA,"sertraline","Licensed",37,NA,10,NA,NA,NA,NA,82,80,34,200,"cc",NA,NA,0.138586163286147,0.410562063843082,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1094",478,3,NA,"placebo","Licensed",79,26,25,5,75,-9.49,8.2,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1092",478,3,NA,"venlafaxine","Licensed",76,28,19,9,72,-10.92,6.63,20.25,15,15,75,"cc",0.112822484334412,0.219908393634442,-0.23572233352107,0.258486859167783,0.626501177082809,0.534130123215465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1093",478,3,NA,"venlafaxine","Licensed",82,36,20,8,77,-11.83,9.77,54,40,40,200,"cc",0.288151005637396,0.20343541097851,-0.260414946111442,0.255238418347786,0.432732234448504,0.547856413853739,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1098",479,4,NA,"placebo","Licensed",83,40,24,3,81,-13.1,10.63,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1095",479,4,NA,"venlafaxine","Licensed",83,48,17,5,82,-15.59,10.72,20.25,15,15,75,"cc",0.182321556793955,0.147434554264476,-0.344840486291729,0.276394302647979,0.510825623765991,0.713608399467919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1097",479,4,NA,"paroxetine","Licensed",81,35,28,7,80,-11.26,10.55,23.6,20,20,20,"cc",-0.109139939500363,0.170814392801071,0.178542132951418,0.230189227805131,0.871689313511363,0.672158169188656,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1096",479,4,NA,"venlafaxine","Licensed",82,41,29,10,75,-14.63,10.62,40.5,30,30,150,"cc",0.0368139731227164,0.158577833192837,0.201363360170873,0.22782912580496,1.21609416485828,0.639601452946309,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1107",484,2,1994,"fluoxetine","Licensed",34,17,12,7,34,17.39999962,11.6,40,40,40,40,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1108",484,2,1994,"venlafaxine","Licensed",34,24,6,3,33,11,10.3,54,40,40,200,"cc",0.34484048629173,0.204124145231932,-0.693147180559945,0.437237316097603,-0.847297860387204,0.646039431287837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1122",491,2,1997,"fluoxetine","Licensed",170,58,46,24,NA,NA,NA,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1123",491,2,1997,"venlafaxine","Licensed",171,67,47,36,NA,NA,NA,20.25,15,15,75,"cc",0.138384489392149,0.142956099160275,0.0156410857685655,0.176876849875592,0.399599988655766,0.240237670415973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1125",492,2,1998,"venlafaxine","Licensed",77,48,18,NA,59,8.98,8.09,40.5,30,30,150,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1124",492,2,1998,"fluvoxamine","Licensed",34,14,13,NA,21,10.47,11.09,56,40,40,200,"cc",-0.41469878405511,0.223300530830111,0.492022496802895,0.300133061800491,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1129",494,2,1998,"venlafaxine","Licensed",183,130,47,22,175,-14.7,7.6,20.25,15,15,75,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1128",494,2,1998,"paroxetine","Licensed",178,117,52,29,161,-14.1,7.6,23.6,20,20,20,"cc",-0.0776579131084905,0.0718112653899749,0.128798719420705,0.171536895661089,0.303955979177494,0.26240206872818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1135",496,4,1998,"placebo","Licensed",95,32,NA,6,93,17.25,7.43,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1132",496,4,1998,"venlafaxine","Licensed",85,42,NA,24,83,13.69,7.47,20.25,15,15,75,"cc",0.383159350593866,0.181020722950985,NA,NA,1.49751999623012,0.431326224175515,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1133",496,4,1998,"venlafaxine","Licensed",90,48,NA,19,89,14.99,7.45,40.5,30,30,150,"cc",0.45953232937844,0.174487553804701,NA,NA,1.20674673120866,0.4445906192369,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1134",496,4,1998,"venlafaxine","Licensed",83,49,NA,26,81,13.16,7.47,54,40,40,200,"cc",0.561120679114843,0.170539305454045,NA,NA,1.60137335259737,0.427263029722497,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1142",498,4,1998,"placebo","Licensed",92,27,38,5,92,-6.7,9.61,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1139",498,4,1998,"venlafaxine","Licensed",89,33,39,15,77,-11.1,9.76,20.25,15,15,75,"cc",0.233822902779052,0.212684148601856,0.0591276937201612,0.172775272655374,1.13176449598501,0.494531239046732,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1140",498,4,1998,"venlafaxine","Licensed",89,42,44,21,79,-11.9,10.12,60.75,45,45,225,"cc",0.47498495959594,0.196827438567365,0.179755681508776,0.164126603350541,1.46823673260622,0.474882645866825,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1141",498,4,1998,"venlafaxine","Licensed",88,40,43,26,75,-10.5,8.94,101.25,75,75,375,"cc",0.437494350680441,0.199508985902915,0.168065718538011,0.165343284853498,1.69311038815822,0.465003588029717,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1158",505,2,NA,"venlafaxine","Licensed",58,43,10,2,NA,NA,NA,20.25,15,15,75,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1157",505,2,NA,"paroxetine","Licensed",56,29,10,3,NA,NA,NA,23.6,20,20,20,"cc",-0.358812965895818,0.150466110492331,0.03509131981127,0.406080629718425,0.440556427919435,0.893439875518127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1175",512,2,2010,"placebo","Licensed",16,NA,NA,NA,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1174",512,2,2010,"venlafaxine","Licensed",17,NA,NA,NA,NA,NA,NA,40.5,30,30,150,"cc",NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1177",513,2,2010,"placebo","Licensed",15,NA,NA,NA,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1176",513,2,2010,"venlafaxine","Licensed",18,NA,NA,NA,NA,NA,NA,40.5,30,30,150,"cc",NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1187",517,3,2011,"placebo","Licensed",184,NA,17,2,184,-9.25,6.51,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1185",517,3,2011,"venlafaxine","Licensed",174,NA,23,9,174,-10.76,6.6,20.25,15,15,75,"cc",NA,NA,0.35816133026739,0.301860698395556,1.55995785517073,0.774550968023173,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1193",520,2,2007,"placebo","Licensed",205,65,51,10,199,-8.6,8.46,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1192",520,2,2007,"vilazodone","Licensed",205,88,53,19,198,-10.4,8.44,80,80,80,40,"cc",0.302949544582569,0.130353957313448,0.0384662808277961,0.169468787995256,0.641853886172395,0.377988731824631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1195",521,2,2009,"placebo","Licensed",241,76,46,4,232,-9.1,10.66,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1194",521,2,2009,"vilazodone","Licensed",240,102,47,12,231,-10.7,10.64,80,80,80,40,"cc",0.298397483146604,0.121019717589498,0.0256642153696274,0.186278506327047,1.10277029881677,0.570102875868299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1203",523,5,NA,"placebo","Licensed",99,42,NA,NA,99,-10.2,7.96,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1202",523,5,NA,"fluoxetine","Licensed",92,43,NA,NA,92,-11.1,7.67,20,20,20,20,"cc",0.0968617704957437,0.161538733573749,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1207",524,4,NA,"placebo","Licensed",129,54,NA,NA,128,13.1,7.52,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1204",524,4,NA,"vilazodone","Low",120,53,NA,NA,120,13,7.52,20,20,20,10,"cc",0.0536285285674735,0.145949209415437,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1206",524,4,NA,"citalopram","Licensed",117,53,NA,NA,115,12.3,7.52,20,20,1.2,20,"cc",0.0789463365517634,0.145215345316243,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1205",524,4,NA,"vilazodone","Licensed",123,56,NA,NA,121,12.6,7.52,40,40,40,20,"cc",0.0839956931601293,0.143156006127414,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1213",526,4,NA,"placebo","Licensed",128,62,31,2,128,12.2,7.52,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1210",526,4,NA,"vilazodone","Extremely low",140,63,28,5,140,13,7.52,10,10,10,5,"cc",-0.073611817343246,0.130562977096202,-0.191394852999629,0.23025419233438,0.826678573184468,0.827674237159248,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1211",526,4,NA,"vilazodone","Low",133,70,28,4,133,11.7,7.52,20,20,20,10,"cc",0.0830419927021309,0.122814695990739,-0.140101558612079,0.22943638167896,0.654828316257809,0.857128171866681,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1212",526,4,NA,"vilazodone","Licensed",132,63,42,4,132,12.6,7.52,40,40,40,20,"cc",-0.0147713173203125,0.128894493890634,0.272910755131468,0.201691176678345,0.662375521893192,0.85709494364641,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1215",527,2,2013,"placebo","Licensed",258,91,50,13,252,20.1,11.11,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1214",527,2,2013,"vilazodone","Licensed",260,146,48,16,253,14.6,11.13,80,80,80,40,"cc",0.465025069097576,0.100579337933306,-0.0485440406141654,0.18196486060482,0.199917318684334,0.362906260740532,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1219",528,4,2013,"placebo","Licensed",290,125,80,7,281,-14.31,9.96,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1216",528,4,2013,"vilazodone","Low",292,155,93,20,288,-16.46,9.96,34,34,34,17,"cc",0.208238500329184,0.0870556115762233,0.143699979191612,0.127983416018356,1.04294924521092,0.431258865950403,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1218",528,4,2013,"citalopram","Licensed",289,151,89,17,280,-16.5,9.96,40,40,2.4,40,"cc",0.192420334380711,0.0878295683797073,0.110063969926346,0.129720744608,0.89075742986899,0.441330022539122,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1217",528,4,2013,"vilazodone","Licensed",291,164,102,25,284,-17.35,9.96,60,60,60,30,"cc",0.268110346330925,0.0849285523054662,0.239503834419417,0.124174150247626,1.26952333162191,0.419490692242671,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1221",529,2,2013,"placebo","Licensed",253,NA,NA,NA,253,-11,9.96,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1220",529,2,2013,"vilazodone","Licensed",255,NA,NA,NA,255,-16.1,9.96,80,80,80,40,"cc",NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1222",530,4,2007,"placebo","Licensed",105,42,18,4,105,-12.23,9.22,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1223",530,4,2007,"vortioxetine","Licensed",109,78,11,3,108,-17.51,9.25,10,10,10,5,"cc",0.581651676334603,0.133910101111237,-0.529864017169414,0.357444436261402,-0.325069604523401,0.75142212629315,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1224",530,4,2007,"vortioxetine","Licensed",101,69,19,7,100,-17.57,9.2,20,20,20,10,"cc",0.535276719630155,0.137395334017909,0.0929070545865397,0.297930083878927,0.598455621251687,0.611091108783562,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1225",530,4,2007,"venlafaxine","Licensed",114,81,20,16,111,-17.32,9.27,60.75,45,45,225,"cc",0.574541438152098,0.133639303625463,0.0231224174208542,0.295397725460411,1.30405626288292,0.542405992455494,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1226",531,2,2008,"placebo","Licensed",300,132,64,11,286,-13.87,11.2,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1227",531,2,2008,"vortioxetine","Licensed",300,135,56,9,292,-14.61,11.11,10,10,10,5,"cc",0.0224728558520586,0.091194837115367,-0.133531392624523,0.163754316555247,-0.200670695462151,0.441988162006106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1228",532,4,2008,"placebo","Licensed",153,48,33,7,149,-10.5,9.24,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1229",532,4,2008,"vortioxetine","Extremely low",153,60,54,7,146,-12.04,8.99,5,5,5,2.5,"cc",0.22314355131421,0.15629492818119,0.492476485097794,0.189075787441735,0,0.522151692795733,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1230",532,4,2008,"vortioxetine","Licensed",153,58,31,12,153,-11.08,9.12,10,10,10,5,"cc",0.189241999638528,0.158122791585658,-0.0625203569813341,0.222461680732486,0.538996500732687,0.461647680342531,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1231",532,4,2008,"duloxetine","Licensed",152,76,42,17,149,-13.47,9.15,19.8,19.8,19.8,60,"cc",0.466089729924599,0.144486445694176,0.247719457363047,0.2024787866215,0.893860595547062,0.434241611534487,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1232",533,5,2009,"placebo","Licensed",152,68,29,12,145,-13.3,9.87,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1233",533,5,2009,"vortioxetine","Extremely low",155,84,25,10,155,-14.4,9.84,5,5,5,2.5,"cc",0.191764497594237,0.116533617407408,-0.167964601191244,0.247895539187463,-0.201866152866925,0.412677565493554,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1234",533,5,2009,"vortioxetine","Licensed",159,87,37,18,155,-15,9.96,10,10,10,5,"cc",0.201376732104522,0.115463759171364,0.198598401283795,0.220548248923439,0.360441426734209,0.354993849727523,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1236",533,5,2009,"duloxetine","Licensed",157,85,44,19,149,-15.7,9.89,19.8,19.8,19.8,60,"cc",0.190778266812178,0.116285055425367,0.384528519429755,0.210384546076819,0.427167044876409,0.350737135417236,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1235",533,5,2009,"vortioxetine","Licensed",153,87,36,15,151,-14.9,9.83,20,20,20,10,"cc",0.239843012932318,0.114390734527168,0.209665707923477,0.221688162330847,0.216586150768051,0.369979870964841,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1237",534,4,2009,"placebo","Licensed",140,32,13,2,128,-11.3,8.35,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1238",534,4,2009,"vortioxetine","Extremely low",140,66,13,3,124,-14.82,8.3,2,2,2,1,"cc",0.723918839226699,0.179208819163011,0,0.373577889549742,0.405465108108164,0.905012496625112,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1239",534,4,2009,"vortioxetine","Licensed",140,63,11,1,129,-15.42,8.44,10,10,10,5,"cc",0.677398823591806,0.181210655280813,-0.167054084663166,0.391850039615225,-0.693147180559945,1.21889880044009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1240",534,4,2009,"vortioxetine","Licensed",140,69,18,5,122,-16.23,8.34,20,20,20,10,"cc",0.768370601797533,0.177361324243687,0.325422400434628,0.343791969354897,0.916290731874155,0.828078671210825,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1241",535,3,2010,"placebo","Licensed",145,51,17,6,129,-10.8,7.95,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1242",535,3,2010,"vortioxetine","Licensed",156,82,20,10,137,-14.7,8.19,10,10,10,5,"cc",0.401771349710965,0.136000577035835,0.0893966646688122,0.309057796014549,0.437703358937028,0.503348645108212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1243",535,3,2010,"duloxetine","Licensed",151,93,23,15,128,-17,7.92,19.8,19.8,19.8,60,"cc",0.56022776603458,0.129774662507242,0.261734777478584,0.297964296520406,0.875744637479805,0.468843540056706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1244",536,4,2011,"placebo","Licensed",158,51,25,7,158,-11.7,9.55,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1247",536,4,2011,"duloxetine","Licensed",147,108,16,7,146,-21.15,9.3,19.8,19.8,19.8,60,"cc",0.822468040648125,0.125440294100533,-0.374124656380189,0.29894508690981,0.0721624462482304,0.522094292922073,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1245",536,4,2011,"vortioxetine","Licensed",152,85,35,10,149,-17.23,9.64,30,30,30,15,"cc",0.549540135946681,0.135884096667477,0.375186748801903,0.235930852749183,0.395389456119423,0.479530063254298,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1246",536,4,2011,"vortioxetine","Licensed",151,93,26,17,151,-18.79,9.58,40,40,40,20,"cc",0.646089056640973,0.131942793774256,0.0845359093653236,0.255949033952458,0.932618391212945,0.434429559064028,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1248",537,3,2012,"placebo","Licensed",157,44,18,2,139,-10.77,9.51,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1249",537,3,2012,"vortioxetine","Licensed",155,52,31,9,124,-12.96,9.26,20,20,20,10,"cc",0.179874773092228,0.170695642308829,0.556436135018043,0.273847732174043,1.51689808520534,0.773492127598137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1250",537,3,2012,"vortioxetine","Licensed",150,58,28,7,122,-14.41,9.33,40,40,40,20,"cc",0.32186388788021,0.16411142135561,0.487443263531092,0.279702963608865,1.29837347974742,0.793612657055622,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1251",538,4,2012,"placebo","Licensed",161,60,32,4,129,-12.83,9.47,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1254",538,4,2012,"duloxetine","Licensed",152,80,37,10,115,-16.9,9.48,19.8,19.8,19.8,60,"cc",0.345205916589968,0.127970852829939,0.202705853982685,0.213276579901269,0.973814576012342,0.58069774625648,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1252",538,4,2012,"vortioxetine","Licensed",147,64,34,14,113,-14.3,9.46,30,30,30,15,"cc",0.155510299343298,0.138844392951274,0.151596400022162,0.218283905712774,1.34373474670109,0.555350943292539,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1253",538,4,2012,"vortioxetine","Licensed",154,65,41,14,112,-15.57,9.31,40,40,40,20,"cc",0.12449447024437,0.139092039432715,0.292287926475415,0.207208970087467,1.2972147310662,0.555629269217201,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1255",539,3,2012,"placebo","Licensed",160,49,27,6,126,-12.87,11.71,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1256",539,3,2012,"vortioxetine","Licensed",157,54,26,8,123,-13.66,11.8,20,20,20,10,"cc",0.116091758339167,0.162195114082491,-0.0188123180973283,0.250757150938878,0.3066100823373,0.528249221405081,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1257",539,3,2012,"vortioxetine","Licensed",152,53,31,12,113,-13.36,11.55,30,30,30,15,"cc",0.129764909829046,0.162625768023358,0.189443632868368,0.237626080607212,0.744440474947496,0.487002107420059,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1260",540,3,2012,"placebo","Licensed",124,49,11,6,122,-8.4,6.38,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
